CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
782,Spain,Male,23,10,98052.66,1,True,True,142587.32,False
666,France,Male,46,5,123873.19,1,True,True,177844.06,False
466,Germany,Female,56,2,111920.13,3,True,False,197634.11,True
567,France,Female,45,4,0.0,2,False,True,121053.19,False
613,France,Male,20,3,0.0,2,True,True,149613.77,False
718,France,Male,37,8,0.0,2,True,True,142.81,False
614,France,Female,37,8,75150.34,4,False,True,131766.67,True
711,France,Male,38,10,0.0,2,False,False,53311.78,False
691,Germany,Female,38,5,114753.76,1,True,False,107665.02,False
527,France,Male,32,0,0.0,1,True,False,109523.88,False
476,France,Female,32,6,111871.93,1,False,False,112132.86,False
619,Spain,Female,45,0,0.0,2,False,False,113645.4,False
607,Germany,Female,37,4,135927.06,1,False,False,180890.4,False
695,Spain,Male,44,8,0.0,2,True,True,70974.13,False
653,France,Male,33,1,0.0,2,False,False,53379.52,False
677,France,Male,46,2,57037.74,1,True,True,158531.01,False
655,France,Female,50,10,0.0,4,True,False,179267.94,True
625,France,Female,52,2,79468.96,1,True,True,84606.03,False
679,Germany,Female,34,7,121063.85,1,True,False,56984.58,False
734,France,Male,51,1,118537.47,1,True,True,116912.45,False
666,France,Male,39,10,0.0,2,True,False,102999.33,False
592,Germany,Female,26,4,105082.07,2,True,False,132801.57,False
564,France,Male,40,4,0.0,1,True,False,85455.62,True
814,France,Female,36,6,0.0,2,True,True,98657.01,False
592,Germany,Male,36,2,104702.65,2,True,False,107948.72,False
758,France,Female,50,2,95813.76,3,True,True,67944.09,True
612,Spain,Female,62,0,167026.61,2,True,True,192892.05,False
498,Germany,Male,61,7,102453.26,1,True,False,187247.56,True
638,Germany,Male,25,4,148045.45,2,True,True,114722.42,False
558,France,Male,35,1,0.0,2,False,False,111687.57,False
756,France,Female,24,1,0.0,2,True,False,184182.25,False
782,Spain,Male,52,4,0.0,1,True,True,52759.82,True
505,France,Male,34,10,104498.79,1,False,True,126451.14,False
671,Spain,Female,29,6,0.0,2,False,False,12048.67,False
801,France,Male,42,6,0.0,2,True,True,95804.33,False
604,France,Male,26,8,149542.52,2,False,True,197911.52,False
716,France,Female,29,10,87946.39,1,True,True,182531.74,False
624,France,Female,45,3,68639.57,1,True,False,168002.31,True
607,Germany,Male,47,4,148826.32,1,True,True,79450.61,False
827,France,Female,60,2,0.0,2,False,True,60615.83,False
606,France,Male,61,5,108166.09,2,False,True,8643.21,False
717,Germany,Female,35,5,103214.71,1,True,False,172172.7,False
651,Germany,Male,40,1,134760.21,2,False,False,174434.06,True
691,France,Male,58,3,0.0,1,False,True,194930.3,True
573,France,Female,33,0,90124.64,1,True,False,137476.71,False
723,Spain,Male,38,6,0.0,2,True,True,94415.6,False
584,Germany,Female,46,6,87361.02,2,True,False,120376.87,True
550,Germany,Female,45,8,111257.59,1,False,False,97623.42,True
611,France,Female,61,3,131583.59,4,False,True,66238.23,True
549,Germany,Male,41,9,95020.8,3,True,True,131710.59,True
850,Spain,Female,24,1,0.0,2,False,True,69052.87,False
668,Germany,Male,34,5,80242.37,2,False,False,56780.97,False
686,France,Female,43,0,0.0,1,True,True,170072.9,False
660,France,Male,50,1,0.0,3,True,True,191849.15,True
682,Spain,Female,59,0,122661.39,1,False,True,84803.76,False
524,France,Male,50,4,0.0,2,True,True,31840.59,True
645,France,Female,36,8,0.0,2,True,True,12096.61,True
850,France,Male,42,0,0.0,2,True,False,44165.84,False
537,France,Female,53,3,0.0,1,True,True,91406.62,False
599,Spain,Female,46,7,81742.84,2,True,False,83282.21,False
727,Spain,Male,71,8,0.0,1,True,True,198446.91,True
756,Spain,Male,30,2,145127.85,1,False,False,7554.68,False
755,France,Male,38,9,148912.44,1,True,False,80416.16,False
634,Spain,Female,41,4,0.0,2,True,True,164549.74,False
837,France,Male,26,4,89900.24,2,True,False,175477.03,False
727,Germany,Female,30,8,119027.28,2,True,True,137903.54,False
567,Germany,Female,40,2,105222.86,2,True,False,93795.86,False
650,Spain,Female,30,6,0.0,1,False,False,67997.13,True
655,Spain,Male,34,1,116114.93,1,True,True,49492.15,False
763,France,Female,58,9,187911.55,1,False,True,35825.18,False
843,France,Female,27,5,0.0,2,True,True,67494.23,False
667,France,Female,38,6,144432.04,1,True,True,73963.17,True
705,France,Female,50,4,77065.9,2,False,True,145159.26,False
660,Germany,Female,29,6,180520.29,1,True,True,123850.58,False
553,France,Male,42,1,0.0,2,False,False,23822.04,False
612,Germany,Female,47,6,130024.87,1,True,True,45750.21,True
641,Germany,Female,40,2,110086.69,1,True,False,159773.14,False
513,Spain,Female,31,5,174853.46,1,True,False,84238.63,False
680,France,Male,44,7,108724.98,1,False,True,72330.46,False
711,France,Male,58,9,91285.13,2,True,True,26767.85,False
689,Spain,Male,40,2,0.0,2,True,True,164768.82,False
665,Germany,Female,51,9,110610.41,2,False,True,1112.76,True
551,Germany,Male,54,5,102994.04,1,True,False,176680.16,True
645,Spain,Male,36,4,59893.85,2,True,False,43999.64,False
616,Germany,Male,29,8,149318.55,1,True,False,140746.13,False
582,France,Female,32,1,116409.55,1,False,True,152790.92,False
365,Germany,Male,30,0,127760.07,1,True,False,81537.85,True
697,Germany,Female,38,6,132591.36,1,True,True,7387.8,True
704,France,Male,31,0,0.0,2,True,False,183038.33,False
656,France,Female,46,5,113402.14,2,True,True,138849.06,False
712,France,Female,31,7,0.0,2,True,False,170333.38,False
748,France,Male,40,0,0.0,1,False,False,60416.76,False
724,France,Male,28,9,0.0,2,True,True,100240.2,False
691,France,Male,50,6,136953.47,1,True,True,2704.98,False
563,France,Male,33,8,0.0,2,False,True,68815.05,False
741,France,Male,32,5,0.0,1,True,True,64839.23,False
778,France,Male,44,8,123863.64,1,True,False,144494.94,False
848,Spain,Male,22,7,120811.89,1,True,True,185510.34,False
634,Germany,Male,38,2,148430.55,1,True,True,56055.72,False
505,Germany,Male,40,6,47869.69,2,True,True,155061.97,False
692,Germany,Male,53,7,150926.99,2,False,False,119817.19,False
537,Germany,Female,47,6,103163.35,1,True,False,16259.64,True
633,France,Male,29,10,130206.28,1,True,False,184654.87,False
833,France,Female,28,4,136674.51,2,False,False,5278.78,False
592,Spain,Female,40,2,200322.45,1,True,True,113244.73,False
587,Spain,Male,48,1,0.0,2,True,True,8908.0,False
550,Spain,Male,62,7,80927.56,1,False,True,64490.67,False
680,France,Female,24,10,0.0,3,True,False,154971.63,True
622,Spain,Female,41,9,0.0,2,True,True,155786.39,False
594,Germany,Male,28,0,142574.71,2,True,False,129084.82,False
643,Germany,Female,34,7,160426.07,1,False,True,188533.11,False
540,France,Male,25,5,116160.23,1,True,False,13411.67,False
635,Spain,Female,34,5,98683.47,2,True,False,15733.19,False
657,France,Male,32,3,118829.03,2,True,True,73127.61,False
814,France,Male,31,1,118870.92,1,True,False,101704.19,False
600,France,Male,32,1,0.0,1,True,True,101986.16,False
682,France,Female,46,2,0.0,1,True,True,114442.66,False
682,France,Male,38,4,107192.38,1,True,True,15669.17,False
566,France,Male,42,3,108010.78,1,True,True,157486.1,False
550,Spain,Male,34,3,0.0,2,False,False,131281.28,False
630,France,Male,26,7,129837.72,2,False,True,197001.15,False
546,Germany,Female,58,3,106458.31,4,True,False,128881.87,True
486,France,Male,63,9,97009.15,1,True,True,85101.0,False
762,Spain,Male,35,9,122929.42,2,False,False,149822.04,False
692,Germany,Male,45,6,152296.83,4,False,True,108040.86,True
498,France,Female,30,1,0.0,2,False,False,135795.53,False
850,Spain,Male,49,8,0.0,1,False,False,25867.67,True
603,France,Male,35,6,128993.76,2,True,False,130483.56,False
551,France,Female,36,5,0.0,1,True,False,183479.12,False
627,Germany,Male,27,0,185267.45,2,True,True,77027.34,False
515,France,Female,28,9,0.0,2,False,False,94141.75,False
605,Spain,Female,29,3,116805.82,1,False,False,4092.75,False
567,Germany,Male,29,5,129750.68,1,True,False,109257.59,False
568,Germany,Female,29,2,129177.01,2,False,True,104617.99,False
571,Germany,Male,25,6,82506.72,2,True,False,167705.07,False
634,Germany,Male,48,2,107247.69,1,True,True,103712.05,True
768,Spain,Female,42,3,0.0,1,False,False,161242.99,True
554,Germany,Female,36,3,157780.93,2,True,False,6089.13,False
629,France,Male,35,1,172170.36,1,True,True,159777.37,False
638,Spain,Male,48,2,0.0,2,True,True,7919.08,False
576,France,Male,41,1,0.0,1,True,True,188274.6,False
661,Spain,Female,42,9,75361.44,1,True,False,27608.12,True
592,France,Female,27,4,0.0,2,True,True,183569.25,False
702,Spain,Male,30,2,0.0,2,True,True,145537.32,False
647,France,Female,29,0,98263.46,2,True,False,164717.95,False
593,France,Male,43,9,0.0,2,True,True,76357.43,False
712,Germany,Female,40,3,109308.79,2,True,False,120158.72,True
625,Spain,Female,31,8,0.0,2,True,False,151843.54,False
538,Germany,Female,28,6,164365.44,1,False,True,5698.97,False
637,Spain,Female,22,5,98800.0,1,True,False,122865.55,False
632,France,Male,27,4,193125.85,1,True,True,152665.85,False
736,France,Male,27,5,51522.75,1,False,True,192131.77,False
755,France,Male,23,5,84284.48,2,True,True,62851.6,False
425,Spain,Female,39,5,0.0,2,True,False,140941.47,False
461,France,Male,51,9,119889.84,1,False,False,56767.67,True
745,France,Male,21,4,137910.45,1,True,True,177235.23,False
616,France,Female,37,6,0.0,2,True,False,86242.18,False
587,France,Male,33,5,100116.82,1,True,False,34215.58,False
850,Germany,Male,40,4,166082.15,2,False,True,44406.17,False
601,France,Female,38,0,0.0,2,True,False,165196.65,False
730,Spain,Male,26,3,0.0,1,True,False,34542.41,False
532,France,Male,44,3,148595.55,1,True,False,74838.64,True
850,Germany,Male,53,2,94078.97,2,True,False,36980.54,False
779,Spain,Female,34,5,0.0,2,False,True,111676.63,False
562,France,Male,29,9,0.0,1,True,True,25858.68,False
670,Germany,Male,40,2,164948.98,3,False,False,177028.0,True
729,France,Female,62,4,140549.4,1,True,False,30990.16,True
767,France,Female,44,2,152509.25,1,True,True,136915.15,False
742,France,Female,28,2,191864.51,1,True,False,108457.99,True
669,France,Female,44,8,96418.09,1,False,False,131609.48,True
542,Spain,Male,32,2,131945.94,1,False,True,159737.56,False
586,France,Male,29,3,0.0,2,True,True,142238.54,False
612,Germany,Male,30,9,142910.15,1,True,False,105890.55,True
740,France,Female,37,7,0.0,2,True,True,194270.91,False
584,France,Male,35,3,146311.58,1,True,True,105443.47,False
524,France,Male,52,2,87894.26,1,True,False,173899.42,True
614,France,Female,19,5,97445.49,2,True,False,122823.34,False
598,France,Female,64,9,0.0,1,False,True,13181.37,True
799,Spain,Male,35,7,0.0,2,False,True,140780.8,False
724,France,Male,34,2,154485.74,2,False,False,78560.64,False
601,France,Male,50,2,115625.07,1,True,False,185855.21,False
804,France,Male,25,7,108396.67,1,True,False,128276.95,False
745,Germany,Male,38,5,65095.41,2,True,True,140197.42,False
667,Germany,Male,43,1,103018.45,1,True,False,32462.39,True
518,France,Female,38,10,84764.79,1,True,True,162253.9,False
819,France,Female,38,10,0.0,2,True,False,30498.7,False
520,Spain,Female,35,4,115680.81,1,True,True,90280.7,False
625,France,Female,39,5,0.0,2,True,False,32615.21,False
673,Germany,Male,36,5,73088.06,2,False,False,196142.26,False
656,Germany,Female,27,3,150905.03,2,True,False,16998.72,False
850,Spain,Female,23,9,143054.85,1,False,True,62980.96,False
574,Spain,Female,28,7,0.0,2,False,False,185660.3,False
679,France,Male,60,6,0.0,2,True,True,77331.77,False
530,Germany,Female,42,0,99948.45,1,False,True,97338.62,False
508,France,Male,44,3,115451.05,2,False,False,67234.33,False
558,Germany,Male,32,4,108235.91,1,True,True,143783.28,False
414,France,Male,38,8,0.0,1,False,True,77661.12,True
648,Spain,Male,42,2,98795.61,2,True,False,89123.99,False
721,France,Female,37,1,0.0,2,True,False,70810.8,False
751,France,Male,31,8,0.0,2,False,False,17550.49,False
662,France,Male,34,2,0.0,2,False,True,21497.27,False
628,Germany,Male,29,3,113146.98,2,False,True,124749.08,False
597,Germany,Female,39,8,162532.14,3,True,False,36051.46,True
698,Spain,Female,40,0,92053.44,1,True,True,143681.83,False
723,France,Male,48,7,0.0,2,True,True,150694.58,False
586,France,Female,28,5,0.0,3,True,False,170487.4,True
633,Germany,Female,29,8,104944.1,1,True,True,97684.46,False
564,France,Male,31,4,0.0,2,True,False,53520.03,False
649,France,Female,31,2,0.0,2,True,False,15200.61,False
622,France,Female,30,4,107879.04,1,False,True,196894.62,False
459,Germany,Male,46,7,110356.42,1,True,False,4969.13,True
718,France,Male,27,2,0.0,2,False,False,26229.24,False
655,Spain,Female,34,4,109783.69,2,True,False,134034.32,False
696,France,Male,22,9,149777.0,1,True,True,198032.93,False
637,France,Female,38,3,104339.56,1,False,False,119882.86,False
630,Spain,Female,21,1,85818.18,1,True,True,133102.3,False
592,France,Male,37,4,212692.97,1,False,False,176395.02,False
634,Germany,Male,37,1,89696.84,2,True,True,193179.88,False
608,France,Female,28,9,0.0,2,True,True,125062.02,False
565,Germany,Female,32,9,68067.24,1,True,False,143287.58,False
763,Spain,Male,67,9,148564.66,1,False,True,87236.4,False
665,France,Female,55,8,136354.16,1,True,True,93769.89,False
649,France,Male,38,1,122214.0,1,False,True,88965.46,False
695,France,Male,45,3,0.0,2,True,True,30793.61,False
775,Germany,Male,70,6,119684.88,2,True,True,74532.02,False
788,France,Female,39,3,135139.33,1,False,True,113086.08,False
569,Germany,Female,42,9,146100.75,1,True,False,32574.01,True
726,Spain,Female,56,8,123110.9,3,False,True,130113.78,True
564,Germany,Female,44,3,111760.4,3,True,True,104722.47,True
544,France,Female,32,9,110728.39,1,True,True,14559.62,False
614,France,Female,41,8,121558.46,1,True,True,598.8,False
453,Germany,Female,38,8,120623.21,1,True,False,129697.99,False
471,France,Female,58,4,114713.57,1,True,True,36315.03,False
829,Germany,Female,37,3,103457.76,1,False,False,1114.12,False
754,Germany,Male,57,2,101134.87,2,True,True,70954.41,False
749,Germany,Male,46,10,78136.36,2,True,True,73470.98,False
667,France,Male,23,1,0.0,2,True,False,91573.19,False
670,Spain,Male,30,3,133446.34,1,False,False,3154.95,False
670,France,Female,33,7,0.0,2,True,True,88187.81,False
623,Germany,Female,48,1,108076.33,1,True,False,118855.26,True
571,France,Male,32,5,131354.25,1,True,False,125256.53,False
641,Germany,Female,37,7,62974.64,2,False,True,39016.43,False
551,Germany,Female,30,2,143340.44,1,True,False,145796.49,False
741,Germany,Male,36,8,116993.43,2,True,False,168816.22,False
472,France,Male,31,4,58662.92,2,False,True,73322.0,False
650,Spain,Male,41,3,128808.65,3,False,False,113677.53,True
625,France,Male,45,7,137555.44,1,False,False,124607.7,False
650,Germany,Male,34,4,142393.11,1,True,True,11276.48,False
535,France,Female,38,8,0.0,2,True,False,136620.64,False
649,France,Female,41,2,125785.23,1,True,True,70523.92,False
689,France,Male,22,4,136444.25,1,True,False,51980.25,True
694,Spain,Male,38,7,121527.4,1,True,False,113481.02,False
655,Germany,Male,52,9,144696.75,1,True,True,49025.79,False
620,France,Male,36,8,0.0,2,True,True,145937.99,False
577,France,Female,35,10,0.0,2,True,True,25161.61,False
401,Germany,Male,48,8,128140.17,1,True,False,175753.55,True
599,France,Male,25,6,120383.41,1,True,True,24903.09,False
481,France,Female,57,9,0.0,3,True,True,169719.35,True
704,France,Male,42,8,129735.3,2,True,True,179565.57,False
698,Spain,Female,31,8,185078.26,1,False,False,115337.74,True
480,France,Female,28,6,0.0,2,False,False,48131.92,False
682,France,Male,42,0,0.0,1,True,True,160828.98,False
700,Spain,Male,31,7,0.0,2,False,True,145151.96,False
492,France,Male,29,1,144591.96,1,True,True,196293.76,False
444,France,Female,45,4,0.0,2,True,False,161653.5,True
624,France,Male,36,6,0.0,2,False,False,84635.64,False
709,France,Male,37,7,0.0,1,True,False,159486.76,False
557,Germany,Male,68,2,100194.44,1,True,True,38596.34,False
646,Germany,Male,50,6,145295.31,2,True,True,27814.74,False
719,Germany,Male,28,3,106070.29,2,True,True,183893.31,False
706,Germany,Female,47,6,120621.89,1,True,True,140803.7,False
660,France,Male,38,7,0.0,2,False,True,146585.53,False
667,France,Male,36,9,0.0,2,True,True,40062.29,False
705,France,Male,30,1,0.0,1,True,True,181300.32,False
598,Germany,Female,27,10,171283.91,1,True,True,84136.12,False
669,France,Male,26,4,0.0,2,True,True,197594.34,False
580,Germany,Female,38,1,128218.47,1,True,False,125953.83,True
676,France,Female,32,5,0.0,2,True,True,75465.41,False
714,Germany,Male,28,7,77776.39,1,True,False,177737.07,False
597,Germany,Female,72,6,124978.19,2,True,True,7144.46,False
559,France,Male,29,1,0.0,2,False,False,155639.76,False
564,France,Female,28,1,0.0,1,True,True,162428.05,False
850,Spain,Male,51,3,109799.55,2,True,True,12457.76,True
689,France,Male,39,7,0.0,2,False,False,14917.09,False
758,Germany,Female,61,8,125397.21,1,True,False,182184.09,True
604,Spain,Female,71,10,0.0,2,True,True,129984.2,False
733,Germany,Male,38,9,111347.37,2,False,True,194872.97,False
778,Spain,Male,40,8,104291.41,2,True,True,117507.11,False
732,Germany,Female,61,9,94867.18,2,True,True,157527.6,True
646,France,Male,24,8,0.0,2,False,False,92612.88,False
597,France,Female,33,6,135703.59,2,False,False,74850.84,False
821,Germany,Female,37,5,106453.53,2,False,True,127413.0,False
640,France,Male,43,7,132412.38,1,False,False,69584.3,True
511,Germany,Female,40,9,124401.6,1,True,False,198814.24,True
805,France,Male,46,6,118022.06,3,True,False,162643.15,True
540,Germany,Male,39,1,82531.11,1,True,False,114092.52,False
705,Spain,Male,44,0,184552.12,1,True,False,68860.3,True
540,Germany,Male,39,4,127278.31,1,True,True,16150.34,False
532,Spain,Female,66,3,0.0,1,True,True,115227.02,False
535,France,Female,45,2,0.0,2,False,True,170621.55,False
627,Germany,Male,23,5,184244.86,1,True,False,103099.22,False
646,France,Male,52,8,59669.43,1,False,False,172495.81,True
515,France,Female,25,7,79543.59,1,False,True,38772.82,False
697,France,Female,39,6,151553.19,1,True,True,44946.29,False
652,Germany,Male,27,2,166527.88,2,False,True,146007.7,False
579,Germany,Male,28,6,150329.15,1,True,False,145558.42,False
760,France,Male,43,8,121911.59,1,True,False,193312.33,False
769,France,Male,51,9,156773.78,2,True,False,40257.79,False
498,Spain,Male,29,8,127864.26,1,True,True,46677.9,False
774,France,Male,53,4,113709.28,1,True,True,153887.93,True
705,Germany,Female,43,7,79974.55,1,True,True,103108.33,False
648,France,Female,44,2,0.0,2,True,True,58652.23,False
688,France,Female,51,5,0.0,1,True,False,91624.11,True
592,Spain,Male,38,0,0.0,1,True,False,65986.48,True
705,France,Male,33,3,144427.96,2,True,False,113845.19,False
654,France,Male,42,7,99263.09,1,True,True,67607.9,False
624,France,Female,32,2,79368.87,2,True,True,145471.94,False
594,France,Female,30,10,0.0,2,True,True,124071.71,False
695,Spain,Female,34,9,0.0,2,True,True,67502.12,False
597,France,Male,28,2,0.0,3,True,True,78707.97,False
758,France,Female,52,7,125095.94,1,True,False,171189.83,True
737,Germany,Female,40,2,162485.8,2,True,False,149381.32,False
694,Germany,Male,37,1,95668.82,2,True,False,100335.55,False
683,France,Male,25,4,0.0,2,True,False,152698.24,False
538,Spain,Female,30,8,0.0,2,True,True,41192.95,False
669,France,Male,37,4,0.0,1,True,False,132540.33,False
730,France,Female,34,5,74197.38,2,True,False,96875.52,False
622,France,Female,31,1,89688.94,1,True,True,152305.47,False
714,Spain,Female,33,10,103121.33,2,True,True,49672.01,False
569,Spain,Female,34,3,0.0,1,True,False,133997.53,False
668,Germany,Female,59,5,120170.07,1,False,True,50454.8,False
628,France,Male,32,9,149136.31,2,True,True,16402.11,False
600,France,Male,40,1,141136.79,1,True,True,67803.83,False
693,France,Female,43,4,152341.55,1,True,False,9241.78,False
704,France,Male,36,7,120026.98,2,False,True,100601.73,False
527,Spain,Male,33,9,132168.28,1,False,False,98734.15,False
553,Germany,Male,43,6,85200.82,2,True,True,160574.09,False
575,Spain,Male,53,1,84903.33,2,False,True,26015.8,False
626,France,Female,32,0,0.0,2,False,False,187172.54,False
582,France,Male,20,4,0.0,1,True,True,55763.66,False
683,Spain,Male,40,8,0.0,1,True,False,75848.22,False
850,France,Male,30,9,121535.18,1,False,False,40313.47,False
653,Spain,Male,35,6,116662.96,2,True,True,23864.21,False
679,France,Male,60,8,0.0,2,True,True,51380.9,False
549,Germany,Female,49,6,124829.16,1,False,True,93551.36,False
850,Spain,Female,36,2,155180.56,2,False,False,169415.54,False
558,Germany,Female,32,1,108262.87,1,True,True,6935.31,False
528,Spain,Male,40,4,0.0,2,True,False,25399.7,False
801,France,Male,38,5,0.0,2,True,False,66256.27,False
513,Spain,Male,48,2,0.0,1,True,True,114709.13,True
666,Germany,Male,38,6,99812.88,2,True,True,158357.97,False
606,France,Male,35,2,132164.26,1,False,True,164815.59,False
599,Germany,Male,45,10,103583.05,1,True,False,132127.69,True
544,Germany,Male,39,4,142406.43,2,True,False,146637.45,False
529,Spain,Male,38,7,99842.5,2,True,False,90256.06,True
850,France,Female,41,5,0.0,2,True,True,34827.43,False
497,France,Male,41,9,0.0,1,False,False,22074.48,False
764,France,Female,39,5,81042.42,1,False,True,109805.17,False
603,France,Female,48,5,0.0,1,True,False,100478.6,True
609,France,Male,40,6,0.0,2,True,True,97416.34,False
487,France,Male,53,4,199689.49,1,True,True,24207.86,True
748,France,Male,33,1,142645.43,1,False,False,69132.66,False
710,Spain,Female,75,5,0.0,2,True,True,9376.89,False
432,Germany,Female,45,3,110219.14,1,True,False,43046.7,True
534,Spain,Male,51,3,0.0,2,False,True,20856.31,False
607,France,Male,25,3,0.0,2,False,False,187048.72,False
551,Spain,Male,32,4,0.0,2,True,False,53420.53,False
674,France,Male,45,7,142072.02,1,True,False,37013.29,False
525,France,Female,25,6,0.0,2,True,False,89566.64,False
645,Germany,Male,33,8,149564.61,1,False,False,149913.84,False
755,France,Female,43,9,0.0,2,True,False,18066.69,False
708,Germany,Male,37,8,153366.13,1,True,True,26912.34,False
715,France,Male,21,6,76467.16,1,True,True,173511.72,False
727,France,Female,26,9,121508.28,1,True,True,146785.44,False
559,Spain,Female,27,1,0.0,1,False,True,1050.33,False
545,Spain,Male,36,8,73211.12,2,True,False,89587.34,True
524,France,Male,22,9,0.0,2,True,False,74405.34,False
707,France,Female,55,1,0.0,2,False,True,54409.48,False
671,Spain,Male,38,0,92674.94,2,True,False,3647.57,False
439,Spain,Male,52,3,96196.24,4,True,False,198874.52,True
667,Germany,Female,36,1,114391.62,1,True,True,53412.54,False
831,Germany,Male,32,9,80262.66,1,True,False,194867.78,False
545,Spain,Female,33,7,173331.52,1,True,False,150452.88,False
604,Spain,Female,35,7,147285.52,1,True,True,57807.05,False
657,Spain,Male,67,5,119785.47,2,True,True,107534.32,False
487,Spain,Female,36,1,140137.15,1,True,False,194073.33,False
750,Germany,Female,52,6,107467.56,1,True,False,126233.18,True
694,Germany,Female,37,8,98218.04,2,True,False,182354.46,True
711,Germany,Female,35,2,133607.75,1,True,True,120586.32,False
551,France,Male,37,3,0.0,2,True,True,50578.4,False
559,France,Female,38,8,95139.41,1,True,True,86575.46,False
620,France,Female,29,3,0.0,2,False,True,153392.28,False
660,Spain,Male,42,5,0.0,2,True,False,115509.59,False
449,France,Female,37,6,0.0,2,True,False,82176.48,False
703,Germany,Female,26,1,97331.19,1,True,False,63717.49,False
795,Germany,Male,37,2,139265.63,2,True,True,198745.94,False
594,France,Female,31,9,0.0,1,False,True,5719.11,False
586,Spain,Male,34,5,168094.01,1,False,False,20058.61,False
613,Germany,Female,30,5,131563.88,2,True,False,170638.98,False
601,France,Male,44,3,0.0,2,True,False,30607.11,False
657,France,Male,50,9,0.0,2,False,False,37171.46,False
531,France,Male,31,3,0.0,1,True,True,42589.33,False
621,Germany,Male,47,7,107363.29,1,True,True,66799.28,False
782,France,Female,33,2,94493.03,1,False,True,101866.39,False
528,Germany,Female,29,9,170214.23,2,True,False,49284.0,False
696,France,Male,52,6,139781.06,1,True,False,27445.4,True
586,France,Female,35,7,0.0,2,True,False,70760.69,False
626,Spain,Female,26,8,148610.41,3,False,True,104502.02,True
498,France,Male,73,2,170241.7,2,True,True,165407.96,False
691,France,Female,33,1,128306.83,1,True,True,113580.79,False
568,France,Female,47,7,0.0,2,True,True,45978.39,False
715,France,Female,35,3,0.0,1,True,True,152012.36,False
680,Germany,Male,32,7,175454.0,1,False,True,77349.92,False
802,Spain,Male,41,6,0.0,2,True,False,47322.05,False
539,France,Female,22,0,100885.93,2,True,True,38772.65,False
494,France,Male,69,9,93320.8,1,True,True,24489.44,False
594,Germany,Male,38,6,63176.44,2,True,True,14466.08,False
596,France,Male,33,2,139451.67,1,False,False,63142.12,False
649,France,Female,52,8,49113.75,1,True,False,41858.43,False
699,Germany,Male,32,1,123906.22,3,True,True,127443.82,True
787,France,Female,40,6,0.0,2,True,True,84151.98,False
604,France,Male,28,7,0.0,2,False,False,58595.64,False
489,Germany,Female,52,1,131441.51,1,True,False,37240.11,True
651,France,Male,56,2,0.0,1,True,False,114522.68,True
698,France,Male,57,6,136325.48,2,True,True,72549.27,True
578,Germany,Female,38,4,113150.44,2,True,False,176712.59,True
538,Spain,Female,42,9,0.0,1,False,False,152855.96,False
696,France,Female,33,4,0.0,2,True,True,73371.65,False
507,Germany,Female,46,8,102785.16,1,True,True,70323.68,False
685,Spain,Male,34,6,83264.28,1,False,False,9663.28,False
705,Germany,Male,41,4,72252.64,2,True,True,142514.66,False
499,Germany,Female,29,6,148051.52,1,True,False,118623.94,False
717,France,Female,76,9,138489.66,1,True,True,68400.14,False
510,France,Male,63,8,0.0,2,True,True,115291.86,False
632,France,Male,32,6,111589.33,1,True,True,170382.99,False
668,Germany,Female,39,0,122104.79,1,True,False,112946.67,True
744,Germany,Male,32,4,96106.83,1,True,True,79812.77,False
663,Germany,Male,42,7,115930.87,1,True,False,19862.78,False
638,Germany,Female,37,7,124513.66,2,True,False,158610.89,False
688,France,Female,54,9,0.0,1,True,False,191212.63,True
588,Spain,Male,46,8,0.0,1,True,False,61931.21,False
631,France,Male,33,7,0.0,1,True,True,58043.02,True
687,Spain,Male,35,8,100988.39,2,True,False,22247.27,False
599,France,Male,44,10,118577.24,1,True,True,31448.52,False
718,Spain,Male,28,6,0.0,2,True,False,146875.86,False
730,France,Male,27,5,0.0,2,True,True,116081.93,False
533,France,Female,39,2,0.0,1,False,True,73669.94,True
711,Spain,Female,28,5,0.0,2,True,True,93959.96,False
555,Spain,Female,26,9,0.0,2,False,True,158918.03,False
850,France,Female,42,9,113311.11,1,True,True,198193.75,False
678,France,Female,41,9,0.0,1,False,False,13160.03,False
576,France,Male,32,7,0.0,2,True,False,4660.91,False
835,Germany,Male,20,4,124365.42,1,False,False,180197.74,True
592,France,Male,42,1,147249.29,2,True,True,63023.02,False
774,France,Male,36,7,103688.19,1,False,True,118971.74,False
620,France,Female,29,1,138740.24,2,False,False,154700.61,False
519,Spain,Male,39,4,111900.14,1,True,True,97577.17,False
734,Spain,Female,37,0,152760.24,1,True,True,48990.5,False
763,Germany,Male,31,7,143966.3,2,True,True,140262.96,True
733,France,Male,51,10,141556.96,1,True,False,130189.53,False
650,France,Female,43,6,0.0,2,True,True,16301.91,False
538,France,Female,33,5,0.0,2,True,False,126962.41,False
577,France,Female,46,1,0.0,1,True,True,158750.53,False
792,France,Male,30,8,0.0,2,True,False,199644.2,False
686,France,Female,41,10,0.0,1,True,True,144272.71,True
589,France,Male,29,2,0.0,2,False,True,98320.27,False
530,France,Male,25,9,162560.32,1,True,False,64129.03,False
778,Germany,Female,29,7,123229.46,1,True,False,181221.09,False
616,Spain,Male,31,7,76665.71,2,True,True,163809.08,False
550,France,Male,38,9,140278.99,3,True,True,171457.06,True
655,France,Female,51,3,0.0,2,False,True,15801.02,False
